696,157.730858ms
697,157.820297ms
698,157.957455ms
699,158.026307ms
700,158.098158ms
701,158.167299ms
702,158.23607ms
703,158.305956ms
704,158.460963ms
705,158.600827ms
706,158.693725ms
707,158.769293ms
708,158.84647ms
709,158.923938ms
710,159.001607ms
711,159.283354ms
712,159.538274ms
713,159.733374ms
714,159.827158ms
715,159.964676ms
716,160.094594ms
717,160.178366ms
718,160.294075ms
719,160.443981ms
720,160.590844ms
721,160.681448ms
722,160.770704ms
723,160.997546ms
724,161.1591ms
725,161.261522ms
726,161.356789ms
727,161.489471ms
728,161.630257ms
729,161.724723ms
730,161.818177ms
731,161.900146ms
732,161.982052ms
733,162.064588ms
734,162.150339ms
735,162.243282ms
736,162.333007ms
737,162.456425ms
738,162.563948ms
739,162.692298ms
740,162.803561ms
741,163.285018ms
742,163.478973ms
743,163.613901ms
744,163.785143ms
745,163.920717ms
746,164.050918ms
747,165.469134ms
748,169.343276ms
749,169.555359ms
750,169.691151ms
751,169.804522ms
752,169.919269ms
753,170.038571ms
754,170.161163ms
755,170.271761ms
756,170.393555ms
757,170.497453ms
758,170.595835ms
759,170.70745ms
760,171.475336ms
761,171.667759ms
762,171.858209ms
763,172.683668ms
764,174.087727ms
765,174.423702ms
766,174.650467ms
767,175.275717ms
768,176.173448ms
769,176.845858ms
770,177.15561ms
771,177.636312ms
772,182.456578ms
773,182.673746ms
774,183.079985ms
775,183.72008ms
776,184.349405ms
777,185.269841ms
778,188.86149ms
779,189.845148ms
780,191.041645ms
781,191.61355ms
782,192.823609ms
783,193.508396ms
784,196.616144ms
785,196.868447ms
786,207.136071ms
787,207.723591ms
788,207.941989ms
789,208.605566ms
790,209.993484ms
791,210.538581ms
792,211.041947ms
793,211.678976ms
794,212.383081ms
795,217.35493ms
796,218.432767ms
797,221.468741ms
798,222.137713ms
799,222.628814ms
800,224.163507ms
801,224.426728ms
802,225.066965ms
803,225.928263ms
804,232.851959ms
805,236.248254ms
806,239.684868ms
808,277.492002ms
807,277.754197ms
809,277.610875ms
810,277.626483ms
811,277.661031ms
812,290.139576ms
813,290.514133ms
814,291.22322ms
815,291.814005ms
816,296.221029ms
817,296.72712ms
818,299.08765ms
819,299.517352ms
820,299.870078ms
821,300.127234ms
822,300.377147ms
823,300.632507ms
824,300.964641ms
825,301.344464ms
826,301.704733ms
827,302.065242ms
828,302.43367ms
829,283.089328ms
830,283.483542ms
831,283.870268ms
832,284.264355ms
833,284.714297ms
834,262.102512ms
835,262.598349ms
836,269.598185ms
837,269.685629ms
838,269.772343ms
839,269.838457ms
840,269.89858ms
841,269.957745ms
842,270.018764ms
843,270.044033ms
844,270.104363ms
845,270.1609ms
846,270.22153ms
847,270.282094ms
848,270.34351ms
849,270.40379ms
850,270.485859ms
851,270.507894ms
852,270.567006ms
853,270.629648ms
854,270.695326ms
855,270.761415ms
856,270.814647ms
857,298.624421ms
858,299.453307ms
859,299.957766ms
860,302.375275ms
861,303.087547ms
862,303.744749ms
864,342.530746ms
865,343.846431ms
866,344.427544ms
867,344.903378ms
868,345.486293ms
863,304.942383ms
869,346.085143ms
870,346.393231ms
871,346.69382ms
872,351.437937ms
873,352.08594ms
874,352.555439ms
875,359.642934ms
876,359.922149ms
877,360.445459ms
878,361.234686ms
879,361.752043ms
880,362.424167ms
881,364.296464ms
882,365.464828ms
883,366.451101ms
884,367.266179ms
885,367.823423ms
886,371.167843ms
887,372.111857ms
888,372.929659ms
889,373.733834ms
890,374.287038ms
891,374.702383ms
893,228.114883ms
892,228.256947ms
894,224.759074ms
895,224.772043ms
896,224.793981ms
897,224.850393ms
898,224.976649ms
899,225.118922ms
900,225.143161ms
901,225.167404ms
902,225.194791ms
903,225.213589ms
904,225.236945ms
905,225.256083ms
906,225.29333ms
907,225.326253ms
908,225.358943ms
909,225.388444ms
910,225.420499ms
911,225.452936ms
912,225.484141ms
913,225.517759ms
914,225.551046ms
915,225.584501ms
916,230.751752ms
917,230.896821ms
918,230.964824ms
919,231.015347ms
920,231.064701ms
921,231.112516ms
922,231.315758ms
923,231.411447ms
924,231.459448ms
925,231.585283ms
926,231.639924ms
927,231.684807ms
928,231.72764ms
929,231.771813ms
930,231.816522ms
931,231.859024ms
932,231.898541ms
933,231.941183ms
934,231.984234ms
935,232.021827ms
936,232.062409ms
937,232.086397ms
938,232.128619ms
939,232.171311ms
940,232.212907ms
941,232.257554ms
942,232.30316ms
943,232.3478ms
944,232.390965ms
945,232.439238ms
946,232.485064ms
947,232.531558ms
948,232.57737ms
949,232.624529ms
950,232.676962ms
951,232.72146ms
952,232.76589ms
953,232.814043ms
954,232.858637ms
955,232.873747ms
956,232.902538ms
957,232.949359ms
958,233.001049ms
959,233.05332ms
960,233.100371ms
961,221.718862ms
962,221.749864ms
963,221.789491ms
964,221.831374ms
965,221.836269ms
966,221.885885ms
967,221.927618ms
968,221.974563ms
969,222.018109ms
970,222.069981ms
971,222.171988ms
972,222.212ms
973,222.275675ms
974,222.337498ms
975,222.401518ms
976,222.497226ms
977,222.594993ms
978,222.69389ms
979,219.960122ms
980,214.088248ms
981,214.257179ms
982,213.413833ms
983,217.225782ms
984,217.388224ms
985,218.407272ms
986,218.544096ms
987,218.612451ms
988,218.663244ms
989,218.720846ms
990,218.773789ms
991,218.811267ms
992,218.861554ms
993,218.918776ms
994,218.97446ms
995,219.050743ms
996,218.993679ms
997,219.06191ms
998,215.767942ms
999,215.850204ms
1001,231.491003ms
1000,231.67299ms
1002,231.626887ms
1003,231.643898ms
1004,231.69368ms
1005,231.734522ms
1006,231.777057ms
1007,231.85545ms
1008,231.887563ms
1009,231.900106ms
1010,231.913353ms
1011,231.9222ms
1012,231.925641ms
1013,231.926371ms
1014,231.91899ms
1015,231.876082ms
1016,231.854096ms
1017,231.844254ms
1018,231.822727ms
1019,231.946628ms
1020,231.93512ms
1021,231.910895ms
1022,204.17666ms
1023,203.387259ms
1024,202.901367ms
1025,200.662271ms
1026,199.893625ms
1027,199.322537ms
1028,198.213053ms
1029,160.704599ms
1030,159.480094ms
1031,158.973914ms
1032,158.536791ms
1033,158.112567ms
1034,157.506128ms
1035,157.278341ms
1036,157.061758ms
1037,156.804163ms
1038,151.889165ms
1039,151.515472ms
1040,144.621844ms
1041,144.51949ms
1042,145.206567ms
1043,144.336966ms
1044,148.772927ms
1045,148.532496ms
1046,146.655309ms
1047,145.546195ms
1048,144.724197ms
1049,144.072487ms
1050,143.652066ms
1051,140.600248ms
1052,139.789916ms
1053,139.463872ms
1054,138.720277ms
1055,138.827043ms
1056,138.937178ms
1057,138.668338ms
1058,140.790851ms
1059,141.227122ms
1060,141.421027ms
1061,142.507177ms
1062,142.864324ms
1063,143.160921ms
1064,143.35302ms
1065,143.515695ms
1066,143.639112ms
1067,143.773302ms
1068,143.916578ms
1069,144.067849ms
1070,144.201806ms
1071,144.342246ms
1072,144.491107ms
1073,144.664408ms
1074,144.800525ms
1075,145.095997ms
1076,145.755027ms
1077,146.281603ms
1078,146.863721ms
1079,147.492193ms
1080,148.171135ms
1081,149.213505ms
1082,150.272093ms
1083,151.467901ms
1084,154.180609ms
1085,155.097484ms
1086,155.585035ms
1087,156.168426ms
1088,158.10977ms
1089,158.481641ms
1090,159.160463ms
1091,160.927548ms
1092,163.053873ms
1093,163.617439ms
1094,164.396724ms
1096,184.098634ms
1097,184.795412ms
1098,185.738709ms
1095,175.763842ms
1099,186.292601ms
1100,186.821158ms
1101,187.047542ms
1102,187.197732ms
1103,188.518417ms
1104,188.755055ms
1105,188.956405ms
1106,189.154211ms
1107,189.331189ms
1108,189.512091ms
1109,189.64645ms
1110,190.037931ms
1111,191.660979ms
1112,192.897698ms
1113,197.414362ms
1114,220.289021ms
1115,220.570504ms
1116,220.722442ms
1117,220.848546ms
1118,220.931044ms
1119,221.009625ms
1120,221.099614ms
1121,221.190227ms
1122,221.267183ms
1123,221.356059ms
1124,221.455009ms
1125,221.550906ms
1126,221.635045ms
1127,221.746706ms
1128,221.873929ms
1129,221.95287ms
1130,222.009098ms
1131,222.083804ms
1132,222.174534ms
1133,222.273515ms
1134,222.785359ms
1135,223.006793ms
1136,223.164883ms
1137,223.310876ms
1138,223.628021ms
1139,223.830895ms
1140,224.000522ms
1141,224.204586ms
1142,224.369885ms
1143,224.533336ms
1144,224.729663ms
1145,259.297165ms
1146,260.303779ms
1147,260.720051ms
1148,261.018607ms
1149,261.72044ms
1150,262.329606ms
1151,269.170172ms
1152,269.419089ms
1153,273.19408ms
1154,279.285714ms
1155,279.52663ms
1156,279.704421ms
1157,279.863951ms
1158,280.017114ms
1159,280.16343ms
1160,280.311226ms
1161,280.449153ms
1162,280.566801ms
1163,280.873534ms
1164,281.396096ms
1165,281.588848ms
1166,276.772927ms
1167,276.88934ms
1168,276.973157ms
1169,277.078308ms
1170,277.173242ms
1171,277.403999ms
1172,277.55183ms
1173,277.657425ms
1174,277.806689ms
1175,277.936944ms
1176,279.395872ms
1177,270.303557ms
1178,270.443748ms
1179,270.6132ms
1180,270.757516ms
1181,270.865462ms
1182,271.048936ms
1183,268.75073ms
1184,269.12231ms
1185,270.75521ms
1186,270.875489ms
1187,270.9716ms
1188,271.08826ms
1189,271.202452ms
1190,271.35412ms
1191,271.679502ms
1192,271.858886ms
1193,271.980618ms
1194,272.008343ms
1195,272.125693ms
1196,272.256057ms
1197,272.395924ms
1198,272.52541ms
1199,272.662055ms
1200,272.806385ms
1201,272.959353ms
1202,271.520628ms
1203,271.405647ms
1204,271.355256ms
1205,271.28802ms
1206,271.228763ms
1207,271.239347ms
1208,271.204679ms
1209,284.155565ms
1211,385.476288ms
1210,385.745926ms
1212,385.746021ms
1213,385.851608ms
1214,385.951853ms
1215,386.080175ms
1216,386.700435ms
1217,386.890323ms
1218,403.41159ms
1219,403.567481ms
1220,403.696608ms
1221,403.819013ms
1222,403.936565ms
1223,404.057488ms
1224,404.174086ms
1225,576.519528ms
1226,604.565939ms
1227,605.215528ms
1228,605.721095ms
1229,605.920401ms
1230,606.04946ms
1231,606.162871ms
1232,629.617183ms
1233,630.211661ms
1234,630.656999ms
1235,631.035655ms
1236,631.476137ms
1237,631.881312ms
1238,632.24628ms
1239,632.617403ms
1240,632.970578ms
1241,633.320365ms
1242,633.661471ms
1243,633.975951ms
1244,634.362119ms
1245,634.816217ms
1246,635.01597ms
1247,635.181919ms
1248,635.315864ms
1249,635.444053ms
1250,635.555266ms
1251,635.68019ms
1252,635.801971ms
1253,635.926785ms
1254,636.046201ms
1255,636.168901ms
1256,636.294779ms
1257,636.443695ms
1258,636.575471ms
1259,636.703932ms
1260,636.833076ms
1261,636.940291ms
1262,637.068078ms
1263,636.470999ms
1264,636.607197ms
1265,636.756679ms
1266,636.908604ms
1267,637.066622ms
1268,637.213489ms
1269,637.365607ms
1270,637.50531ms
1271,637.905606ms
1272,638.245772ms
1273,638.527827ms
1274,638.787368ms
1275,639.016718ms
1276,639.205903ms
1277,639.395932ms
1278,639.586753ms
1279,640.392231ms
1280,641.011568ms
1281,641.386654ms
1282,641.63202ms
1283,655.541551ms
1284,655.842594ms
1285,656.043355ms
1286,656.290523ms
1287,656.883063ms
1288,657.269455ms
1289,657.651876ms
1290,658.027302ms
1291,658.366276ms
1292,658.629733ms
1293,659.15596ms
1294,661.107028ms
1295,661.838521ms
1296,662.568486ms
1297,663.379507ms
1298,664.100279ms
1299,664.929147ms
1300,665.576012ms
1301,666.202403ms
1302,672.582199ms
1303,673.187997ms
1304,673.671502ms
1305,674.229218ms
1306,674.831415ms
1307,675.646604ms
1308,676.435904ms
1309,677.153292ms
1310,677.76425ms
1311,678.291381ms
1312,681.084285ms
1313,681.725264ms
1314,682.317249ms
1315,680.130745ms
1316,691.445641ms
1317,695.106037ms
1318,695.848603ms
1319,697.076413ms
1320,698.741138ms
1321,699.514026ms
1322,700.246232ms
1323,700.66824ms
1324,701.95871ms
1325,709.230124ms
1326,710.500469ms
1327,712.976065ms
1328,714.764819ms
1329,715.527945ms
1330,716.526523ms
1331,717.28228ms
1332,717.871749ms
1333,725.688844ms
1334,726.375929ms
1335,728.280071ms
1336,728.945754ms
1337,729.734388ms
1338,731.644323ms
1339,732.601462ms
1340,733.297092ms
1341,740.772646ms
1342,742.206924ms
1343,747.871471ms
1344,755.749994ms
1345,756.310599ms
1346,757.041608ms
1347,778.749147ms
1348,779.77753ms
1349,780.729366ms
1350,782.230706ms
1351,783.256152ms
1352,784.235186ms
1353,785.164965ms
1354,785.988645ms
1355,794.351189ms
1356,794.865365ms
1357,795.292051ms
1358,793.104664ms
1359,793.834577ms
1360,794.260247ms
1361,803.886717ms
1362,804.776788ms
1363,805.680361ms
1364,806.429633ms
1365,816.95675ms
1366,817.578646ms
1367,818.439387ms
1368,819.186735ms
1369,820.190318ms
1370,822.434411ms
1371,825.512815ms
1372,828.849285ms
1373,840.031792ms
1374,840.485266ms
1375,840.889669ms
1376,842.125614ms
1377,842.788244ms
1378,843.473199ms
1379,844.367115ms
1380,862.113415ms
1381,862.853199ms
1382,863.657542ms
1383,864.400845ms
1384,865.165975ms
1385,868.988348ms
1386,869.925092ms
1387,870.758733ms
1388,871.64476ms
1389,872.383597ms
1390,873.092889ms
1391,873.860665ms
1392,876.274407ms
1393,892.939645ms
1394,906.704722ms
1395,908.871667ms
1396,909.223707ms
1397,909.532073ms
1398,909.907901ms
1399,910.253322ms
1400,911.513354ms
1401,911.854032ms
1402,912.176919ms
1403,922.283346ms
1404,922.517017ms
1405,922.711875ms
1406,922.868191ms
1407,923.095604ms
1408,924.610559ms
1409,925.264287ms
1410,926.199466ms
1411,927.077468ms
1412,927.508853ms
1413,927.890127ms
1414,928.215306ms
1415,928.508019ms
1416,928.780756ms
1417,930.716897ms
1418,941.32757ms
1419,941.700337ms
1420,942.161152ms
1421,942.722087ms
1422,943.158436ms
1423,943.485056ms
1424,943.753087ms
1425,944.075999ms
1426,944.34324ms
1427,944.600593ms
1428,944.911324ms
1429,946.020265ms
1430,948.03569ms
1431,948.740336ms
1432,959.303668ms
1433,959.706673ms
1434,960.356719ms
1435,961.422278ms
1436,963.90673ms
1437,993.486499ms
1438,993.755066ms
1439,993.987345ms
1440,1.01558552s
1441,1.015947786s
1442,1.016164958s
1443,1.016378906s
1444,1.016567954s
1445,1.016764443s
1446,1.016933835s
1447,1.01712745s
1448,1.017321614s
1449,1.017516249s
1450,1.017701117s
1451,1.017866863s
1452,1.018022614s
1453,1.031277402s
1454,1.032237283s
1455,1.036880043s
1456,1.037301688s
1457,1.037631745s
1458,1.037944182s
1459,1.038311359s
1460,1.045586426s
1461,1.046300401s
1462,1.047297658s
1463,1.047908889s
1464,1.048277832s
1465,1.048653851s
1466,1.049017751s
1467,1.062169396s
1468,1.062584772s
1469,1.062960771s
1470,1.063309369s
1471,1.063686829s
1472,1.090420412s
1473,1.094874339s
1474,1.095325774s
1475,1.095707354s
1477,1.180888669s
1476,1.181777261s
1478,1.18187313s
1479,1.139596019s
1480,1.14114616s
1481,1.142527907s
1482,1.150206331s
1483,1.150704851s
1484,1.152420662s
1485,1.160176069s
1486,1.160305096s
1487,1.164381291s
1488,1.164522035s
1489,1.164906297s
1490,1.165420122s
1491,1.16547178s
1492,1.166477413s
1493,1.173749591s
1494,1.174049608s
1495,1.173963312s
1496,1.174011098s
1497,1.173237012s
1498,1.172412867s
1499,1.172183821s
1500,1.169325213s
1501,1.168712774s
1502,1.168499513s
1503,1.168179672s
1504,1.16648528s
1505,1.169602556s
1506,1.170947723s
1507,1.171216215s
1508,1.168419346s
